Config1,Config2,p-value
EA-old_man.jpeg,local_search-old_man.jpeg,3.8243399325558334e-12
EA-old_man.jpeg,gaussian-old_man.jpeg,0.04560021512281718
local_search-old_man.jpeg,gaussian-old_man.jpeg,9.743073786481674e-08
