tournament_size,best_historical_fitness,avg_best_fitness,std_fitness,avg_time,p-value
2,1277.845,1287.5923915343917,18.530150522584744,478.450672393375,0.8725595847655063
3,1337.0260119047618,1295.067064153439,21.61947755417531,491.637074300978,0.986264768979361
