"[0.8, 0.01]","[0.8, 0.05]","[0.8, 0.1]","[0.9, 0.01]","[0.9, 0.05]","[0.9, 0.1]"
8073816192.0,7866637763.0,7866637763.0,8073816192.0,8073816192.0,7866637763.0
8355079764.0,8498554956.0,8462291866.0,8355079764.0,8451735147.0,8451735147.0
