local_search-fox.jpg,gaussian-fox.jpg,EA-fox.jpg,local_search-monalisa_sqr.jpg,gaussian-monalisa_sqr.jpg,EA-monalisa_sqr.jpg,local_search-old_man.jpeg,gaussian-old_man.jpeg,EA-old_man.jpeg
1815.5418558558558,1562.0674774774775,1689.1503543543542,1927.8188347107439,1582.4434504132232,1393.1646694214876,3376.439776,3139.2848064,3519.910384
1824.3858078078079,1684.426942942943,1733.979033033033,1626.756020661157,1355.964214876033,1354.9737314049587,3851.782384,3619.9476032,3450.8164608
