0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
31,120,216,176,352,639,423,152,463,648,485,568,578,347,579,397,614,537,625,476,630,548,639,515,650,414,658,409,664,191,668,396,682,573,643,418,658,332,667,604,671,351,726,583,733,540,752,584,774,540,775,539,794,579,826,387,830,397,832,342,846,414,867,422,875,422,879,540,895,324,905,757,867,516,868,422,897,694,903,413,912,406,916,399,922,352,1053,824,1085,450,1107,92,1227,91,1324,487,1328,14,1362,688,1444,847
